¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
·(429.06, 10.40, 359.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.732407
(429.06, 10.40, 359.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.9455
(429.06, 10.40, 359.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.851627
(429.06, 10.40, 359.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.003731
(429.06, 10.40, 359.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.166706
(429.06, 10.40, 359.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.341677
(429.06, 10.40, 359.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.52973
(429.06, 10.40, 359.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.725873
(429.06, 10.40, 359.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.928996
(429.06, 10.40, 359.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.115689
(429.06, 10.40, 359.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.315825
(429.06, 10.40, 359.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.530781
(429.06, 10.40, 359.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.7623
(429.06, 10.40, 359.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.955768
(429.06, 10.40, 359.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.047314
(429.06, 10.40, 359.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.142673
(429.06, 10.40, 359.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.242123
(429.06, 10.40, 359.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.345832
(429.06, 10.40, 359.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.45401
(429.06, 10.40, 359.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.566915
(429.06, 10.40, 359.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.684828
(429.06, 10.40, 359.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.783048
(429.06, 10.40, 359.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.868584
(429.06, 10.40, 359.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.957598
(429.06, 10.40, 359.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.050229
(429.06, 10.40, 359.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.148002
(429.06, 10.40, 359.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.328453
(429.06, 10.40, 359.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.518783
(429.06, 10.40, 359.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.719762
(429.06, 10.40, 359.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.932243
(429.06, 10.40, 359.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.855935
(429.06, 10.40, 359.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.008293
(429.06, 10.40, 359.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.171576
(429.06, 10.40, 359.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.346932
(429.06, 10.40, 359.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.535729
(429.06, 10.40, 359.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.732993
(429.06, 10.40, 359.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.930655
(429.06, 10.40, 359.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.117459
(429.06, 10.40, 359.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.317703
