¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.906362
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.055966
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.214529
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.38291
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.56198
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.406145
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80528
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.65806
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.98994
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.32536
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.81147
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.038027
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.139772
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.246754
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.359381
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.477999
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.603151
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.735231
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.874897
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.022742
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.179456
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.345813
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.522663
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.803056
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.291064
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.55086
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.94879
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.30895
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.016229
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.116978
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.222901
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.334339
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.451747
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.575539
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.706235
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.844367
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.990528
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.145467
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.309856
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.484564
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.668577
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.219424
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.44334
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.82747
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.23817
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.995023
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.094708
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.197126
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.304792
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.418074
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.537446
¦(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.663305
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.796178
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.936617
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.08522
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.242785
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.409942
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.587589
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.797838
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.979484
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.72901
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.2049
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.954056
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.049651
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.150003
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.255476
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.366458
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.483277
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.606455
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.73641
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.87376
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.018996
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.17285
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.336039
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.50937
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.715421
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.003586
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.79647
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.2226
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.912045
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.005785
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.104197
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.207582
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.316288
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.430744
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.551306
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.678497
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.812806
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.954808
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.105129
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.264527
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.433746
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.635743
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.857357
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.530633
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.18967
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.871204
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.963148
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.05966
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.161043
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.267596
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.379714
¸(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.497787
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.622324
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.753742
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.892642
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.039606
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.195348
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.360592
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.558655
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.774912
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.007285
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.133337
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.831447
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.921718
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.016392
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.115788
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.220275
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.330178
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.445871
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.567814
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.696473
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.832379
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.97616
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.128424
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.289846
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.484114
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.695198
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.92189
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.165903
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.792751
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.881367
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.974305
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.07184
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.174296
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.282048
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.395443
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.514921
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.640946
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.77401
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.914699
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.063612
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.221452
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.411978
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.618158
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.839396
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.077399
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.33399
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.755141
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.842118
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.933374
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.029108
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.129661
·(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.235362
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.346539
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.463637
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.587136
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.717446
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.855163
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.000878
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.155226
(430.24, 10.87, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.342165
