¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
…(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34374
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90007
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37993
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89968
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47668
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10877
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80181
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.702319
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.013009
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.353922
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.721951
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.130412
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.586267
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.048086
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.648459
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34288
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94218
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59897
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34221
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95488
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43909
(373.84, 9.70, 318.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96369
