¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‡(337.10, 7.78, 342.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.949427
(337.10, 7.78, 342.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.04434
(337.10, 7.78, 342.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.143096
(337.10, 7.78, 342.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.245871
(337.10, 7.78, 342.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.352823
(337.10, 7.78, 342.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.464118
(337.10, 7.78, 342.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19505
(337.10, 7.78, 342.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31455
(337.10, 7.78, 342.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56494
(337.10, 7.78, 342.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36555
(337.10, 7.78, 342.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.11946
(337.10, 7.78, 342.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 21.14541
(337.10, 7.78, 342.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.564425
(337.10, 7.78, 342.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.83637
(337.10, 7.78, 342.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.102617
(337.10, 7.78, 342.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.382489
(337.10, 7.78, 342.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.68693
(337.10, 7.78, 342.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.019207
