¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
³(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64353
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71661
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53573
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.17601
(436.46, 13.87, 287.11) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 18.35804
(436.46, 13.87, 287.11) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 20.16352
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.92369
(436.46, 13.87, 287.11) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 18.32754
(436.46, 13.87, 287.11) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 18.32454
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.892527
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.129069
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.386693
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.668282
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.457505
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.821711
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.221396
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.673878
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.176513
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.742983
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38547
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11285
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97393
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96286
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13291
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61243
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71879
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44187
(436.46, 13.87, 287.11) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 18.37783
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.20128
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.10726
(436.46, 13.87, 287.11) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 18.32697
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.89094
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.127343
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.38481
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.666221
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.453442
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.817235
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.213122
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.668346
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.170292
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.735965
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37383
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09737
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96319
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94477
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10745
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58129
(436.46, 13.87, 287.11) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 16.62087
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44641
(436.46, 13.87, 287.11) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 18.87767
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.30436
 (436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.92649
(436.46, 13.87, 287.11) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 18.33356
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.889353
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.125617
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.382927
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.664156
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.972734
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.811758
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.204815
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.662771
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.164048
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.728904
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36232
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08182
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95245
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9268
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08193
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55014
(436.46, 13.87, 287.11) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 16.55631
(436.46, 13.87, 287.11) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 16.46219
(436.46, 13.87, 287.11) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 16.21044
(436.46, 13.87, 287.11) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 16.16179
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.78086
(436.46, 13.87, 287.11) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 18.34315
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.887762
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.123887
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.381041
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.662092
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.968573
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.805315
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.196489
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.65346
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.157794
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.721836
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35086
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06624
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93824
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90902
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05638
(436.46, 13.87, 287.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51895
(436.46, 13.87, 287.11) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 16.68957
(436.46, 13.87, 287.11) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 16.59884
