¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Â(330.66, 7.29, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.425721
(330.66, 7.29, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.69805
(330.66, 7.29, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.99591
(330.66, 7.29, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.279763
(330.66, 7.29, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.555093
(330.66, 7.29, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.853657
(330.66, 7.29, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.178454
(330.66, 7.29, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.026588
(330.66, 7.29, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.31028
(330.66, 7.29, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.614322
(330.66, 7.29, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.912513
(330.66, 7.29, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21515
(330.66, 7.29, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53892
(330.66, 7.29, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88611
(330.66, 7.29, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76025
(330.66, 7.29, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58682
(330.66, 7.29, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76227
(330.66, 7.29, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.58687
(330.66, 7.29, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.82386
(330.66, 7.29, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.07044
(330.66, 7.29, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.32711
(330.66, 7.29, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.61039
(330.66, 7.29, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.425245
(330.66, 7.29, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.697531
(330.66, 7.29, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.995341
(330.66, 7.29, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.273063
(330.66, 7.29, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.547846
(330.66, 7.29, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.845796
(330.66, 7.29, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.169896
