¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70935
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99794
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55369
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41057
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.77529
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.88848
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.821228
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.975991
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.1458
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.328722
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.52621
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.740108
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.97241
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.225544
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.50246
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.806516
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.1342
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.492683
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.890707
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.33511
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.834384
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.39925
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04333
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78446
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64616
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66019
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93615
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48064
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31901
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.65721
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.73038
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.814637
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.968522
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.137502
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.319768
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.516553
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.729622
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.961027
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.213144
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.488868
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.791603
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.119309
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.476208
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.872423
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.314627
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.811365
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.373136
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01348
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74997
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60587
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61255
ƒ(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88184
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40995
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23054
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.54326
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.57812
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.808231
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.961651
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.129416
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.311063
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.507149
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.719401
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.949947
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.201063
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.475638
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.777027
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.104871
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.460254
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.854646
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.294792
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.789019
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.347764
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.98448
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71656
(388.83, 7.57, 358.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56687
