¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
º(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.052006
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.142027
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.235705
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.333197
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.43469
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.536856
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.635517
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.738186
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.845085
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.956424
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.072376
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.353916
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.683656
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23019
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36783
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.486863
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.715298
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.889241
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.049924
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.188296
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.333606
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.486463
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.647323
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.816786
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.934541
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.020288
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.109533
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.202354
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.298972
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.399559
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.50427
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.610533
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.712566
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.818811
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.929443
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.044652
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.303583
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.629671
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31459
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56368
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.480676
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.707905
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.88142
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.014309
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.151084
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.294763
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.445815
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.604767
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.772224
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.905083
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.990089
¸(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.078537
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.170575
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.266348
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.366086
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.469899
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.578011
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.688618
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.79422
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.904191
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.01873
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.255356
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.605188
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40206
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76858
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.475389
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.700975
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.850855
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.979758
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.115029
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.257086
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.406414
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.563515
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.728954
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.877004
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.961334
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.049044
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.140355
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.235352
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.334229
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.437174
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.544392
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.656094
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.771316
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.880692
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.99459
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.209146
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.682455
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67734
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.470859
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.694466
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.818691
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.946242
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.08007
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.220562
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.368224
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.523533
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.687088
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.850371
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.934001
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.02107
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.111628
²(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.205879
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.303993
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.40614
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.512508
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.6233
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.738735
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.858873
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.972194
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.164956
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.762457
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04904
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.466355
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.667098
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.787521
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.91374
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.046136
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.185148
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.33122
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.484805
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.646536
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.816914
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.908106
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.99451
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.084378
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.177955
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.27533
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.376708
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.482259
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.592229
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.706794
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.826197
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.950674
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.12999
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.845222
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44842
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.461898
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.659666
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.757275
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.882242
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.0133
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.150844
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.295346
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.447317
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.607258
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.775768
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.883619
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.969398
(423.81, 14.86, 245.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.058649
