¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¯(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.035908
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.488356
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.023129
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.639889
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.41447
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40136
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.57444
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.31233
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.77959
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.717551
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.865358
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.033807
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.223255
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.428577
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.651862
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.895468
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.162322
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.455793
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.531018
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.633556
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.996393
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.445278
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.967512
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.576069
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.332981
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30093
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.44037
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.10516
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.49387
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.705721
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.852674
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.01749
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.205582
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.409414
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.631016
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.872715
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.137362
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.428325
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.716857
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.741509
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.957531
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.400179
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.912889
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.51322
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.25313
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20238
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30962
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.90386
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.63685
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.694139
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.840308
Ç(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.0014
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.188186
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.390557
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.610478
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.850313
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.112781
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.401259
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.719689
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.907428
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.992172
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.353357
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.859246
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.451332
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.174887
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10365
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18212
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.70824
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.19539
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.682765
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.82816
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.985529
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.171016
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.371966
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.590238
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.828236
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.088643
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.374661
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.690279
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.050651
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.114163
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.307335
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.806568
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.390398
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.09822
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00217
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.05775
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.51808
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.85467
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.671607
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.816232
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.971094
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.154127
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.353618
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.570342
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.806545
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.064856
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.348499
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.661368
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.014278
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.327533
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.388264
Â(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.754841
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.330405
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.023097
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.902971
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.93643
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.33321
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.54359
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.660691
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.804574
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.958609
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.13748
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.335589
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.550751
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.785162
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.041413
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.322775
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.632943
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.978473
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.391855
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.541507
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.704054
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.271346
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.94949
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.805991
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81808
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.15344
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.24574
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.649996
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.793151
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.946405
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.121067
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.317841
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.531454
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.764103
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.018397
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.297468
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.605031
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.945577
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.351864
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.775099
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.823567
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.210107
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.877367
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.711179
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.70261
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.9786
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.96035
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.639558
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.782006
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.934474
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.104958
İ(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.300369
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.512469
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.743388
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.995738
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.272568
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.577541
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.915157
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.309468
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.760035
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.023232
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.155948
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.806699
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.618477
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58994
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.80852
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.68672
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.629305
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.771094
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.922769
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.089042
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.283144
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.493747
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.723011
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.973508
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.248137
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.550601
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.883357
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.267818
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.712977
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.217935
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.308862
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.737456
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.527839
