¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
±(386.75, 11.96, 326.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.171675
(386.75, 11.96, 326.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.460156
(386.75, 11.96, 326.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.774373
(386.75, 11.96, 326.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.115132
(386.75, 11.96, 326.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.38678
(386.75, 11.96, 326.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.703583
(386.75, 11.96, 326.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.096874
(386.75, 11.96, 326.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.533692
(386.75, 11.96, 326.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03682
(386.75, 11.96, 326.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59814
(386.75, 11.96, 326.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15763
(386.75, 11.96, 326.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77033
(386.75, 11.96, 326.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49334
(386.75, 11.96, 326.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35859
(386.75, 11.96, 326.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17351
(386.75, 11.96, 326.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05515
(386.75, 11.96, 326.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.16049
(386.75, 11.96, 326.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.51081
(386.75, 11.96, 326.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.442299
(386.75, 11.96, 326.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.661477
