¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
„(334.83, 7.51, 355.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07233
(334.83, 7.51, 355.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48693
(334.83, 7.51, 355.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08361
(334.83, 7.51, 355.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83276
(334.83, 7.51, 355.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.71875
(334.83, 7.51, 355.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.54684
(334.83, 7.51, 355.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.8219
(334.83, 7.51, 355.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.287336
(334.83, 7.51, 355.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.538941
(334.83, 7.51, 355.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.812885
(334.83, 7.51, 355.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.093678
(334.83, 7.51, 355.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.366676
(334.83, 7.51, 355.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.663064
(334.83, 7.51, 355.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.985934
(334.83, 7.51, 355.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.338903
(334.83, 7.51, 355.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.726272
(334.83, 7.51, 355.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.181002
(334.83, 7.51, 355.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.906609
(334.83, 7.51, 355.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7714
(334.83, 7.51, 355.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05186
(334.83, 7.51, 355.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54457
(334.83, 7.51, 355.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19674
(334.83, 7.51, 355.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95618
(334.83, 7.51, 355.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83569
(334.83, 7.51, 355.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.75233
(334.83, 7.51, 355.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.20305
(334.83, 7.51, 355.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.287536
