¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
€(331.12, 6.47, 315.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03481
(331.12, 6.47, 315.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21137
(331.12, 6.47, 315.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35636
(331.12, 6.47, 315.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57696
(331.12, 6.47, 315.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80811
(331.12, 6.47, 315.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05051
(331.12, 6.47, 315.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30488
(331.12, 6.47, 315.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57207
(331.12, 6.47, 315.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14636
(331.12, 6.47, 315.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.48869
(331.12, 6.47, 315.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.85198
(331.12, 6.47, 315.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.23309
(331.12, 6.47, 315.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.74464
(331.12, 6.47, 315.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.002144
(331.12, 6.47, 315.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.37799
(331.12, 6.47, 315.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.828058
(331.12, 6.47, 315.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.331133
(331.12, 6.47, 315.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.875919
(331.12, 6.47, 315.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32167
(331.12, 6.47, 315.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59187
(331.12, 6.47, 315.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8788
(331.12, 6.47, 315.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00831
(331.12, 6.47, 315.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13753
(331.12, 6.47, 315.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.272
(331.12, 6.47, 315.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41202
(331.12, 6.47, 315.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55783
(331.12, 6.47, 315.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70978
(331.12, 6.47, 315.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86808
(331.12, 6.47, 315.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03309
(331.12, 6.47, 315.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20519
(331.12, 6.47, 315.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42155
(331.12, 6.47, 315.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6446
(331.12, 6.47, 315.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87832
(331.12, 6.47, 315.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12348
(331.12, 6.47, 315.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3808
(331.12, 6.47, 315.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65111
(331.12, 6.47, 315.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22329
(331.12, 6.47, 315.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.64647
(331.12, 6.47, 315.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.01571
(331.12, 6.47, 315.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40317
(331.12, 6.47, 315.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.736086
