¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‘(347.29, 6.92, 369.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32
(347.29, 6.92, 369.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9854
(347.29, 6.92, 369.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73424
(347.29, 6.92, 369.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18406
(347.29, 6.92, 369.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15384
(347.29, 6.92, 369.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.43811
(347.29, 6.92, 369.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.12109
(347.29, 6.92, 369.58) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 24.94162
(347.29, 6.92, 369.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.641294
(347.29, 6.92, 369.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.904274
(347.29, 6.92, 369.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.190356
(347.29, 6.92, 369.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.502723
(347.29, 6.92, 369.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.845032
(347.29, 6.92, 369.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.175881
(347.29, 6.92, 369.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.621896
(347.29, 6.92, 369.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.092955
(347.29, 6.92, 369.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.591944
(347.29, 6.92, 369.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15099
(347.29, 6.92, 369.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75608
(347.29, 6.92, 369.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37957
(347.29, 6.92, 369.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0503
(347.29, 6.92, 369.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80771
(347.29, 6.92, 369.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23342
(347.29, 6.92, 369.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.99072
(347.29, 6.92, 369.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.02146
(347.29, 6.92, 369.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.00619
(347.29, 6.92, 369.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.99445
(347.29, 6.92, 369.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.98623
(347.29, 6.92, 369.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.98152
(347.29, 6.92, 369.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.652631
(347.29, 6.92, 369.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.916555
(347.29, 6.92, 369.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.203772
(347.29, 6.92, 369.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.517401
