¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
û(396.38, 14.76, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62485
(396.38, 14.76, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70974
(396.38, 14.76, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92568
(396.38, 14.76, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75482
(396.38, 14.76, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.6799
(396.38, 14.76, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.88009
(396.38, 14.76, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.86407
(396.38, 14.76, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.280106
(396.38, 14.76, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.547266
(396.38, 14.76, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.836982
(396.38, 14.76, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.154984
(396.38, 14.76, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.505547
(396.38, 14.76, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.474736
(396.38, 14.76, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.971829
(396.38, 14.76, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.532829
(396.38, 14.76, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17077
(396.38, 14.76, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90254
(396.38, 14.76, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71563
(396.38, 14.76, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5875
(396.38, 14.76, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60865
(396.38, 14.76, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6879
