¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
È(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96467
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4949
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.40915
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.154476
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.439922
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.744159
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.096419
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.489048
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.929302
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.435031
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.783541
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45179
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17022
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10237
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19735
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50198
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83069
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06314
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35895
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72502
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11128
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80001
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.81927
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.148458
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.429762
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.736237
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.087609
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.479192
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.91821
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.424033
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.763933
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42236
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15762
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06465
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15238
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45785
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85906
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14378
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49723
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86986
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26319
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.17365
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.28249
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.142289
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.419515
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.72812
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.078583
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.469099
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.904235
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.412658
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.738013
Ø(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39273
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14417
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02659
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10701
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40381
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.856
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28055
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64038
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01987
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58921
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56237
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.62605
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.135972
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.409184
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.719816
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.06935
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.458775
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.890696
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.400918
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.711996
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36299
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10984
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98818
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06132
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3485
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80184
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42203
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78853
(333.96, 7.37, 352.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1752
