¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
»(432.12, 14.43, 312.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.182514
(432.12, 14.43, 312.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.613009
(432.12, 14.43, 312.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.093148
(432.12, 14.43, 312.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.632032
(432.12, 14.43, 312.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24086
(432.12, 14.43, 312.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93415
(432.12, 14.43, 312.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70118
(432.12, 14.43, 312.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54364
(432.12, 14.43, 312.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51208
(432.12, 14.43, 312.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45631
(432.12, 14.43, 312.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45347
(432.12, 14.43, 312.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65893
(432.12, 14.43, 312.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.49471
(432.12, 14.43, 312.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.47471
(432.12, 14.43, 312.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.45855
(432.12, 14.43, 312.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.44621
(432.12, 14.43, 312.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.43767
(432.12, 14.43, 312.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.43292
(432.12, 14.43, 312.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.43196
(432.12, 14.43, 312.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.43479
(432.12, 14.43, 312.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.44141
(432.12, 14.43, 312.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.710896
(432.12, 14.43, 312.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.924881
(432.12, 14.43, 312.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.156772
(432.12, 14.43, 312.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.408804
(432.12, 14.43, 312.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.127552
(432.12, 14.43, 312.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.447849
(432.12, 14.43, 312.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.79986
(432.12, 14.43, 312.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.188492
(432.12, 14.43, 312.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.619647
(432.12, 14.43, 312.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.100583
(432.12, 14.43, 312.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.640388
(432.12, 14.43, 312.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25038
(432.12, 14.43, 312.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94504
