¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ˆ(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.895862
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.289617
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.721836
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18329
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68594
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19265
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77174
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42289
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82328
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94994
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08175
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21883
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36147
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50991
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66433
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8251
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99243
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18771
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45911
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.285291
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.507094
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.744384
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.983866
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.24248
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.522479
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.823691
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.150892
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.508409
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.885271
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.278042
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.709147
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16743
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66842
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18081
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76123
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40031
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70274
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73939
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77873
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87154
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00641
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14679
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29282
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44477
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60292
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76759
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93899
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.276697
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.497816
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.736485
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.976628
ƒ(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.234613
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.512185
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.811803
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.137924
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.494245
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.875255
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.26707
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.697051
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15229
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65174
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16998
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75178
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3182
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63026
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66637
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70518
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74671
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79103
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83816
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94334
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08728
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23706
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39293
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55522
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.268235
(349.86, 8.89, 314.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.488729
