¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¢(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.373143
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.509652
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.655894
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.826908
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.057683
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.256892
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.473546
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.852895
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.136277
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.449211
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.800287
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.200832
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.660132
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.180221
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.827783
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.600566
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57811
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.87879
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.05557
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.720485
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.815949
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.917226
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.024831
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.135981
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.245405
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.372712
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.509192
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.655402
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.826311
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.061851
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.261406
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.478454
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.868877
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.153885
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.468539
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.82175
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.224942
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.687888
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.211923
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.866575
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.646019
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63155
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.94767
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.17115
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.72114
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.816641
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.917959
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.025609
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.136491
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.245945
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.372609
 (392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.509082
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.655285
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.825771
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.066426
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.266363
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.483842
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.885438
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.172138
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.488594
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.844002
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.249949
(392.75, 14.26, 309.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.716671
