¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
·(336.34, 7.31, 322.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.441531
(336.34, 7.31, 322.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.850695
(336.34, 7.31, 322.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.309201
(336.34, 7.31, 322.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.826371
(336.34, 7.31, 322.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.414176
(336.34, 7.31, 322.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08802
(336.34, 7.31, 322.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86798
(336.34, 7.31, 322.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78116
(336.34, 7.31, 322.92) (317.06, 0.43, 303.65) (1.40, 1.43, 1.36) Tools 11.82982
(336.34, 7.31, 322.92) (317.06, 0.43, 303.65) (1.40, 1.43, 1.36) Tools 11.80626
(336.34, 7.31, 322.92) (317.06, 0.43, 303.65) (1.40, 1.43, 1.36) Tools 11.78509
(336.34, 7.31, 322.92) (317.06, 0.43, 303.65) (1.40, 1.43, 1.36) Tools 11.76628
(336.34, 7.31, 322.92) (317.06, 0.43, 303.65) (1.40, 1.43, 1.36) Tools 11.74981
(336.34, 7.31, 322.92) (317.06, 0.43, 303.65) (1.40, 1.43, 1.36) Tools 11.73568
(336.34, 7.31, 322.92) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 11.72387
(336.34, 7.31, 322.92) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 11.71435
(336.34, 7.31, 322.92) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 11.70714
(336.34, 7.31, 322.92) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 11.70222
(336.34, 7.31, 322.92) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 11.69958
(336.34, 7.31, 322.92) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 11.69922
(336.34, 7.31, 322.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.209703
(336.34, 7.31, 322.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.413126
(336.34, 7.31, 322.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.633589
(336.34, 7.31, 322.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.873987
(336.34, 7.31, 322.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.137038
(336.34, 7.31, 322.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.426035
(336.34, 7.31, 322.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.743675
(336.34, 7.31, 322.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.07528
(336.34, 7.31, 322.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.442717
(336.34, 7.31, 322.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.852056
(336.34, 7.31, 322.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.310705
(336.34, 7.31, 322.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.828089
