¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
º(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.901341
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.097219
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.305976
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.526481
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.759626
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00647
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23183
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.81666
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.02215
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.487709
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.722985
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.977348
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.253191
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.572443
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.964235
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.303162
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.450983
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.6059
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.768342
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.946736
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.146933
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.358176
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.581321
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.817322
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06723
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29298
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.50738
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.70633
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.91323
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.492069
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.727679
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.982446
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.258757
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.587966
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.981513
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.336267
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.485409
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.641752
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.805674
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.995825
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.198411
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.412202
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.638065
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.877046
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1302
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02802
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.27653
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.43074
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.60398
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.81258
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.496528
¹(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.732517
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.987659
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.264398
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.603485
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.998764
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.370646
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.521208
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.678985
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.852112
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.046542
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.251628
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.468098
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.696829
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.938908
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21299
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07128
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.05787
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.20843
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.36531
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.52865
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.72009
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.501102
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.737432
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.993005
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.270205
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.618988
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.015957
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.406347
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.558364
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.717638
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.902153
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.099023
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.306656
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.525879
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.75559
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.986435
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75124
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11648
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.84746
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.99455
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.14784
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.30747
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.49771
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.505789
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.742475
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.99847
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.276168
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.634428
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.03314
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.44335
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.596834
·(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.764703
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.953879
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.153246
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.363535
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.575464
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.795946
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0288
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79559
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16378
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.64612
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.81653
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.99381
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.17827
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.37019
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.510571
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.747644
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.004049
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.288738
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.649859
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.05028
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.481713
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.636738
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.815723
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.007306
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.204681
(438.09, 13.89, 282.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.404707
