¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
á(397.81, 13.97, 247.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.49252
(397.81, 13.97, 247.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.071415
(397.81, 13.97, 247.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.299049
(397.81, 13.97, 247.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.545765
(397.81, 13.97, 247.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.813953
(397.81, 13.97, 247.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.106504
(397.81, 13.97, 247.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.426854
(397.81, 13.97, 247.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.778993
(397.81, 13.97, 247.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.167885
(397.81, 13.97, 247.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.599453
(397.81, 13.97, 247.47) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.963795
(397.81, 13.97, 247.47) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.751377
(397.81, 13.97, 247.47) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.726375
(397.81, 13.97, 247.47) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.703208
(397.81, 13.97, 247.47) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 9.613028
(397.81, 13.97, 247.47) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.300522
(397.81, 13.97, 247.47) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.2897
(397.81, 13.97, 247.47) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.280518
(397.81, 13.97, 247.47) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.272968
(397.81, 13.97, 247.47) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 9.479357
(397.81, 13.97, 247.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05367
(397.81, 13.97, 247.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79797
(397.81, 13.97, 247.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6183
(397.81, 13.97, 247.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5805
(397.81, 13.97, 247.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.71195
(397.81, 13.97, 247.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.25149
(397.81, 13.97, 247.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.076018
(397.81, 13.97, 247.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.304042
(397.81, 13.97, 247.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.551137
(397.81, 13.97, 247.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.819823
(397.81, 13.97, 247.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.112913
(397.81, 13.97, 247.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.433871
(397.81, 13.97, 247.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.786751
(397.81, 13.97, 247.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.176453
(397.81, 13.97, 247.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.608967
(397.81, 13.97, 247.47) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.535693
(397.81, 13.97, 247.47) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.509572
(397.81, 13.97, 247.47) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.485261
(397.81, 13.97, 247.47) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 9.312846
(397.81, 13.97, 247.47) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 9.382596
(397.81, 13.97, 247.47) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 9.720663
(397.81, 13.97, 247.47) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.387023
(397.81, 13.97, 247.47) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.261348
(397.81, 13.97, 247.47) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.2538
(397.81, 13.97, 247.47) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.247873
(397.81, 13.97, 247.47) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 10.55875
(397.81, 13.97, 247.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80429
(397.81, 13.97, 247.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.61828
(397.81, 13.97, 247.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49466
(397.81, 13.97, 247.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.58056
(397.81, 13.97, 247.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.02848
ü(397.81, 13.97, 247.47) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.681744
(397.81, 13.97, 247.47) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.658558
(397.81, 13.97, 247.47) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.636499
(397.81, 13.97, 247.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.825804
(397.81, 13.97, 247.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.11944
(397.81, 13.97, 247.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.441015
(397.81, 13.97, 247.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.794614
(397.81, 13.97, 247.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.185163
(397.81, 13.97, 247.47) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.525815
(397.81, 13.97, 247.47) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.318464
(397.81, 13.97, 247.47) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.293049
(397.81, 13.97, 247.47) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.269397
(397.81, 13.97, 247.47) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 9.092546
(397.81, 13.97, 247.47) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 9.482463
(397.81, 13.97, 247.47) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 9.461089
(397.81, 13.97, 247.47) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 9.402283
