¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
…(328.54, 7.09, 323.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.359702
(328.54, 7.09, 323.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.480413
(328.54, 7.09, 323.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.608859
(328.54, 7.09, 323.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.745827
(328.54, 7.09, 323.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.892232
(328.54, 7.09, 323.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.048915
(328.54, 7.09, 323.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.289598
(328.54, 7.09, 323.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.588181
(328.54, 7.09, 323.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.923694
(328.54, 7.09, 323.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.303376
(328.54, 7.09, 323.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.736495
(328.54, 7.09, 323.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.235034
(328.54, 7.09, 323.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.81492
(328.54, 7.09, 323.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.497614
(328.54, 7.09, 323.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.313021
(328.54, 7.09, 323.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12034
(328.54, 7.09, 323.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72835
(328.54, 7.09, 323.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26958
(328.54, 7.09, 323.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78182
(328.54, 7.09, 323.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49952
(328.54, 7.09, 323.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50406
(328.54, 7.09, 323.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06729
(328.54, 7.09, 323.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7368
(328.54, 7.09, 323.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19512
(328.54, 7.09, 323.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44374
(328.54, 7.09, 323.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70345
(328.54, 7.09, 323.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97483
(328.54, 7.09, 323.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28135
(328.54, 7.09, 323.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.34838
(328.54, 7.09, 323.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.46834
(328.54, 7.09, 323.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.596015
(328.54, 7.09, 323.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.732176
(328.54, 7.09, 323.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.877649
(328.54, 7.09, 323.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.032752
(328.54, 7.09, 323.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.289495
(328.54, 7.09, 323.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.588068
(328.54, 7.09, 323.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.923553
(328.54, 7.09, 323.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.303243
(328.54, 7.09, 323.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.736328
(328.54, 7.09, 323.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.234871
(328.54, 7.09, 323.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.814688
(328.54, 7.09, 323.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.497374
(328.54, 7.09, 323.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.31271
(328.54, 7.09, 323.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16397
(328.54, 7.09, 323.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75856
(328.54, 7.09, 323.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29746
(328.54, 7.09, 323.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76229
(328.54, 7.09, 323.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48956
