¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
„(334.59, 7.10, 312.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73063
(334.59, 7.10, 312.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83427
(334.59, 7.10, 312.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94254
(334.59, 7.10, 312.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05551
(334.59, 7.10, 312.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1734
(334.59, 7.10, 312.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29633
(334.59, 7.10, 312.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42442
(334.59, 7.10, 312.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55792
(334.59, 7.10, 312.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69694
(334.59, 7.10, 312.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.141322
(334.59, 7.10, 312.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.406913
(334.59, 7.10, 312.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.697253
(334.59, 7.10, 312.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.01659
(334.59, 7.10, 312.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.369418
(334.59, 7.10, 312.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.7612
(334.59, 7.10, 312.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.190336
(334.59, 7.10, 312.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.676449
(334.59, 7.10, 312.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.228405
(334.59, 7.10, 312.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.806369
(334.59, 7.10, 312.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28272
