¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¢(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.094595
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.438448
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.816073
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.23578
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.70507
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.233694
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.849803
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55849
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.37576
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.33798
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.48224
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88298
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54872
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.81995
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.53013
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.80799
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.09763
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.39967
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.90124
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.45779
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.34896
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.984403
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.225995
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.490459
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.779768
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.097519
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.440892
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.81878
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.238797
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.708601
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.23768
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.855736
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56533
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.38231
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.34649
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.49243
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.87604
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56507
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.84086
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.61745
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.89783
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.19004
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.7062
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.17104
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.63793
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.986164
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.228201
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.492868
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.782409
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.100427
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.443347
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.821503
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.241831
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.712149
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.242318
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.861637
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57213
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.38919
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.35496
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.50256
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.88839
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58247
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.86167
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.70914
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.99215
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.42337
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.99652
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.45175
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.9308
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.987918
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.230395
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.495264
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.785035
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.103318
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.445818
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.824243
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.244884
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.715714
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.247457
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.867505
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57889
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.39632
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.36337
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.51263
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.90065
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60533
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.88233
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.80534
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.15475
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.75767
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.27659
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.74384
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.3873
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.989664
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.232573
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.497643
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.787642
(332.00, 7.36, 373.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.105883
