¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
±(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3251
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02243
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82322
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75214
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81523
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06609
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61517
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39961
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.61799
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.2359
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.330853
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.69406
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.222524
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.108502
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.648439
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27985
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97779
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77169
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69206
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74903
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96883
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50071
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28229
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.47044
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.06693
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.412292
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.175656
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.600324
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.073376
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.606728
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23232
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93295
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71994
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63169
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68269
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87444
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38239
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16506
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.30942
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.87161
(419.83, 13.47, 325.45) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 23.30885
(419.83, 13.47, 325.45) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 23.44554
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.766734
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.147268
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.568754
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.038112
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.564836
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18463
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88782
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66792
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5711
È(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61623
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79569
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26445
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04801
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.14207
(419.83, 13.47, 325.45) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 21.75986
(419.83, 13.47, 325.45) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 21.88726
(419.83, 13.47, 325.45) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 22.02048
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.740968
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.118776
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.53709
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.002713
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.524048
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13675
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8376
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61569
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51026
(419.83, 13.47, 325.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54965
