¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¨(444.46, 14.43, 265.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.568021
(444.46, 14.43, 265.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.087674
(444.46, 14.43, 265.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.677273
(444.46, 14.43, 265.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34934
(444.46, 14.43, 265.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.12595
(444.46, 14.43, 265.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.03161
(444.46, 14.43, 265.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.09995
(444.46, 14.43, 265.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.38689
(444.46, 14.43, 265.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.94729
(444.46, 14.43, 265.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.89833
(444.46, 14.43, 265.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.04924
(444.46, 14.43, 265.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.145731
(444.46, 14.43, 265.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.399367
(444.46, 14.43, 265.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.672756
(444.46, 14.43, 265.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.972403
(444.46, 14.43, 265.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.305719
(444.46, 14.43, 265.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.669885
(444.46, 14.43, 265.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.07685
(444.46, 14.43, 265.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.535437
(444.46, 14.43, 265.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.050782
(444.46, 14.43, 265.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.635249
(444.46, 14.43, 265.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30095
(444.46, 14.43, 265.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06976
(444.46, 14.43, 265.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.96554
(444.46, 14.43, 265.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.02132
(444.46, 14.43, 265.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.29223
(444.46, 14.43, 265.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.83139
(444.46, 14.43, 265.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.75668
(444.46, 14.43, 265.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.844
(444.46, 14.43, 265.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.129082
(444.46, 14.43, 265.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.381227
(444.46, 14.43, 265.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.653057
(444.46, 14.43, 265.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.950945
(444.46, 14.43, 265.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.282061
(444.46, 14.43, 265.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.643808
(444.46, 14.43, 265.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.047981
(444.46, 14.43, 265.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.503023
(444.46, 14.43, 265.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.014112
(444.46, 14.43, 265.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.593495
