¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¹(436.12, 14.62, 313.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.310956
(436.12, 14.62, 313.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.707909
(436.12, 14.62, 313.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.07058
(436.12, 14.62, 313.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.159457
(436.12, 14.62, 313.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.252203
(436.12, 14.62, 313.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.349001
(436.12, 14.62, 313.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.450155
(436.12, 14.62, 313.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.569618
(436.12, 14.62, 313.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.695669
(436.12, 14.62, 313.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.828014
(436.12, 14.62, 313.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.967064
(436.12, 14.62, 313.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.066739
(436.12, 14.62, 313.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.157912
(436.12, 14.62, 313.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.252912
(436.12, 14.62, 313.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.351881
(436.12, 14.62, 313.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.455121
(436.12, 14.62, 313.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.562741
(436.12, 14.62, 313.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.675055
(436.12, 14.62, 313.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.792321
(436.12, 14.62, 313.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.91475
(436.12, 14.62, 313.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.042727
(436.12, 14.62, 313.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.176479
(436.12, 14.62, 313.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.534148
(436.12, 14.62, 313.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.842353
(436.12, 14.62, 313.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.204318
(436.12, 14.62, 313.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.957948
(436.12, 14.62, 313.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.08483
(436.12, 14.62, 313.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.174193
(436.12, 14.62, 313.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.267447
(436.12, 14.62, 313.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.364833
(436.12, 14.62, 313.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.466561
(436.12, 14.62, 313.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.585869
(436.12, 14.62, 313.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.712614
(436.12, 14.62, 313.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.845706
(436.12, 14.62, 313.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.972015
(436.12, 14.62, 313.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.059352
(436.12, 14.62, 313.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.150312
(436.12, 14.62, 313.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.245056
(436.12, 14.62, 313.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.34384
(436.12, 14.62, 313.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.446809
(436.12, 14.62, 313.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.554173
(436.12, 14.62, 313.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.666214
(436.12, 14.62, 313.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.783216
(436.12, 14.62, 313.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.905358
(436.12, 14.62, 313.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.032954
(436.12, 14.62, 313.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.166426
(436.12, 14.62, 313.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.421712
(436.12, 14.62, 313.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.753057
