¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¶(390.15, 14.02, 309.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.015233
(390.15, 14.02, 309.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.174207
(390.15, 14.02, 309.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.343091
(390.15, 14.02, 309.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.522731
(390.15, 14.02, 309.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.714241
(390.15, 14.02, 309.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.976776
(390.15, 14.02, 309.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.695486
(390.15, 14.02, 309.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.581179
(390.15, 14.02, 309.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.714233
(390.15, 14.02, 309.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.819058
(390.15, 14.02, 309.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.911627
(390.15, 14.02, 309.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.009025
(390.15, 14.02, 309.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.111333
(390.15, 14.02, 309.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.218967
(390.15, 14.02, 309.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.33229
(390.15, 14.02, 309.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.451708
(390.15, 14.02, 309.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.577741
(390.15, 14.02, 309.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.710868
