¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
á(333.68, 7.21, 329.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.959386
(333.68, 7.21, 329.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.202734
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.550618
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.525711
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.510651
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.398607
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.178269
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.976145
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.802924
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.753258
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.705515
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.659622
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.615507
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.577837
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.549506
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.522401
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.496489
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.471737
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.448119
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.425608
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.404178
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.383805
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.364467
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.346141
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.32881
(333.68, 7.21, 329.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.174991
(333.68, 7.21, 329.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.415829
(333.68, 7.21, 329.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.677553
(333.68, 7.21, 329.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.951949
(333.68, 7.21, 329.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.194772
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.594589
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.569458
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.551938
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.466898
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.241276
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.034483
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.844296
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.739353
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.691855
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.646196
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.602306
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.560119
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.525106
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.498254
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.472586
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.448071
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.424682
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.402391
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.381174
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.361006
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.341865
Ó(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.323731
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.306584
(333.68, 7.21, 329.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.175298
(333.68, 7.21, 329.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.416123
(333.68, 7.21, 329.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.67787
(333.68, 7.21, 329.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.944842
(333.68, 7.21, 329.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.187125
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.640383
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.615018
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.594896
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.538746
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.3075
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.095743
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.901153
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.726538
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.679265
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.633821
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.590139
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.548151
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.507794
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.475259
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.449823
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.425533
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.40236
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.380277
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.359262
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.339288
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.320335
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.302382
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.291764
(333.68, 7.21, 329.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.175589
(333.68, 7.21, 329.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.416471
(333.68, 7.21, 329.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.678228
(333.68, 7.21, 329.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.938025
(333.68, 7.21, 329.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.1798
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.688064
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.662456
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.63958
