¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
†(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53979
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68623
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83866
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95244
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01418
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07908
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14721
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21864
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29345
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37175
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4536
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.200819
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.514771
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813509
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.053082
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.309484
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.584485
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.876795
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.360016
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30276
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78165
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25633
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73572
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86547
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98763
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11204
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24147
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37619
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51632
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66218
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81401
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94443
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00611
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0709
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13895
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21029
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28501
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36322
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44496
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.184057
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.496455
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.80112
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.039862
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.295376
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.569347
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.862908
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.360302
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30311
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7849
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25987
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72991
„(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84916
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96831
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0923
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22129
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35549
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49513
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64045
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79172
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9389
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00051
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06527
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13324
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20451
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27918
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3573
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43897
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.167255
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.478055
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.789186
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.027144
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.281739
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.554799
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.848186
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.359369
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30201
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78877
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26411
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72224
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83229
(342.43, 7.66, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95109
