¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
“(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98819
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79287
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69598
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73145
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95398
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41898
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20619
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.43444
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.28933
(338.05, 7.55, 372.67) (303.33, 1.59, 360.42) (1.70, 3.00, 10.49) Fence 24.55257
(338.05, 7.55, 372.67) (303.33, 1.59, 360.42) (1.70, 3.00, 10.49) Fence 24.52543
(338.05, 7.55, 372.67) (303.33, 1.59, 360.42) (1.70, 3.00, 10.49) Fence 24.50312
(338.05, 7.55, 372.67) (303.33, 1.59, 360.42) (1.70, 3.00, 10.49) Fence 24.48563
(338.05, 7.55, 372.67) (303.33, 1.59, 360.42) (1.70, 3.00, 10.49) Fence 24.47292
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.281534
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.428982
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.586072
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.753626
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.932789
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.124657
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.618528
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.277022
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.22508
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.768791
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.391365
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28811
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98807
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79272
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69797
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73378
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95674
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42237
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21031
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.43962
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.29608
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.281381
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.428832
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.585898
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.753458
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.93258
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.121163
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.5488
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.192503
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.165989
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.741096
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.37237
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28815
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98815
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7928
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70036
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73657
…(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9601
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42638
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21527
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.44585
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.30421
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.281496
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.428974
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.586042
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.753594
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.927078
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.11219
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.479644
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.108863
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.029526
(338.05, 7.55, 372.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.713495
