¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¸(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.223606
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.453863
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.706549
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.969954
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.255939
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.57198
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.923141
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.315446
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.569989
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.832108
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.114662
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.420082
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.753908
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.119555
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.496165
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.690535
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.894995
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11028
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.748708
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.854411
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.967022
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.087222
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.215786
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.3536
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.501609
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.659915
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.824987
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.00315
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.196038
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.419975
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.669352
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.943987
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.233355
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.54703
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.895396
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.284412
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.575692
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.838198
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.121232
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.427942
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.764616
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.131134
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.531578
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.737307
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.943708
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16118
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.738221
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.843278
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.955179
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.074618
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.202321
º(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.339173
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.486146
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.639779
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.803288
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.979756
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.170732
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.386918
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.633084
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.904038
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.203676
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.522863
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.868554
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.254383
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.582549
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.845574
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.129119
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.439208
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.776787
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.14438
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.54601
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.786423
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.994958
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21462
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.728021
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.832403
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.94363
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.062283
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.189138
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.325081
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.469545
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.620129
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.782145
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.956955
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.146068
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.354632
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.597716
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.865092
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.160552
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.488697
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.842572
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.225432
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.590501
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.854124
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.139945
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.451919
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.790546
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.159304
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.562309
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.837972
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04873
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27076
·(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.718017
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.821818
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.932355
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.050271
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.176304
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.311364
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.451621
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.600893
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.761497
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.934732
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.122057
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.325222
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.56315
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.827102
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.118541
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.442032
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.803045
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.197412
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.599619
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.863894
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.153021
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.466053
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.805857
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.175905
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.580446
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.892004
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10509
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32965
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.70829
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.811493
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.921363
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.038552
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.163812
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.296228
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.43417
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.582222
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.741407
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.913078
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.09866
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.299876
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.52947
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.790046
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.077635
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.396622
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.752278
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.151332
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.593364
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.877238
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.167459
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.48163
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.822729
¹(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.194279
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.60041
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.948557
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16413
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39132
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.698795
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.801376
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.910623
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.02712
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.151642
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.280324
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.417134
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.563982
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.721828
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.891967
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.075857
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.275196
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.496606
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.753932
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.037776
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.352364
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.702921
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.095887
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.539373
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.873783
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.183232
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.498657
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.841153
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.214294
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.622272
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00776
(386.37, 12.90, 327.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22591
