¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(379.69, 7.67, 341.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22991
(379.69, 7.67, 341.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.62893
(379.69, 7.67, 341.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.56259
(379.69, 7.67, 341.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.09923
(379.69, 7.67, 341.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.635489
(379.69, 7.67, 341.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.855763
(379.69, 7.67, 341.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.095168
(379.69, 7.67, 341.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.356291
(379.69, 7.67, 341.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.64211
(379.69, 7.67, 341.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.956265
(379.69, 7.67, 341.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.294188
(379.69, 7.67, 341.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.642533
(379.69, 7.67, 341.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.027436
(379.69, 7.67, 341.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.454941
(379.69, 7.67, 341.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.874711
(379.69, 7.67, 341.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.307213
(379.69, 7.67, 341.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.854916
(379.69, 7.67, 341.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88864
(379.69, 7.67, 341.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87482
(379.69, 7.67, 341.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66621
(379.69, 7.67, 341.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4207
(379.69, 7.67, 341.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16014
(379.69, 7.67, 341.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53532
(379.69, 7.67, 341.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.44165
(379.69, 7.67, 341.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.9384
(379.69, 7.67, 341.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.62597
(379.69, 7.67, 341.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.845422
(379.69, 7.67, 341.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.08391
(379.69, 7.67, 341.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.343984
