¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
·(420.03, 13.99, 323.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.673849
(420.03, 13.99, 323.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.057998
(420.03, 13.99, 323.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.575097
(420.03, 13.99, 323.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.965331
(420.03, 13.99, 323.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39086
(420.03, 13.99, 323.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85654
(420.03, 13.99, 323.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53356
(420.03, 13.99, 323.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55333
(420.03, 13.99, 323.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07164
(420.03, 13.99, 323.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.37048
(420.03, 13.99, 323.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.35029
(420.03, 13.99, 323.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.07757
(420.03, 13.99, 323.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.24673
(420.03, 13.99, 323.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.686473
(420.03, 13.99, 323.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.001941
(420.03, 13.99, 323.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.350197
(420.03, 13.99, 323.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.736432
(420.03, 13.99, 323.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.167204
(420.03, 13.99, 323.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.608087
(420.03, 13.99, 323.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.96805
(420.03, 13.99, 323.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.323071
(420.03, 13.99, 323.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.691146
(420.03, 13.99, 323.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09156
(420.03, 13.99, 323.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52859
(420.03, 13.99, 323.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03849
(420.03, 13.99, 323.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8322
(420.03, 13.99, 323.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92631
(420.03, 13.99, 323.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7855
(420.03, 13.99, 323.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.51682
