¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
º(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.615203
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.641137
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.669123
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.699147
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.731271
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.765535
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.801935
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.840546
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.881401
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.924527
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.970003
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01783
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06812
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12084
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17617
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2341
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29472
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35808
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42428
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.889189
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.135093
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.398756
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.694088
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.993175
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.311018
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.656898
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.034657
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.448858
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.683966
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.710503
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.739075
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.769711
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.802496
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.837416
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.874498
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.913836
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.955408
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.999313
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04554
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0942
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14533
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19897
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25516
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31404
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3756
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43997
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53918
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.885107
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.131142
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.396942
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.680332
µ(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.971666
(390.71, 12.77, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.28763
