¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‡(341.96, 7.15, 386.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78362
(341.96, 7.15, 386.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50325
(341.96, 7.15, 386.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36008
(341.96, 7.15, 386.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.69226
(341.96, 7.15, 386.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.70844
(341.96, 7.15, 386.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.393466
(341.96, 7.15, 386.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.654305
(341.96, 7.15, 386.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.930321
(341.96, 7.15, 386.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.233559
(341.96, 7.15, 386.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.586316
(341.96, 7.15, 386.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.976906
(341.96, 7.15, 386.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.40472
(341.96, 7.15, 386.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.727081
(341.96, 7.15, 386.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.076993
(341.96, 7.15, 386.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.570553
(341.96, 7.15, 386.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17216
(341.96, 7.15, 386.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38916
(341.96, 7.15, 386.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07312
(341.96, 7.15, 386.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78413
