¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
…(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.679414
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.965277
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.278212
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.622082
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.001717
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.422879
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.900944
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.470006
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00718
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61116
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10237
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62157
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19418
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6931
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39499
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.6147
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.17884
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.68786
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.974463
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.288269
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.633192
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.014026
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.436584
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.916268
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.463235
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.999615
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60259
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11081
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63084
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20439
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38449
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41565
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.66368
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.24157
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.696182
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.983605
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.298292
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.644216
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.02624
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.450196
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.931311
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.456512
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.992067
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59411
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1199
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65202
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24183
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36978
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43526
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.71228
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.30386
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.704462
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.992651
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.308223
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.655185
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.038363
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.463678
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.945987
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.449821
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.984565
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59753
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15251
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68953
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28337
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35578
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45389
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.76046
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.36566
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.712699
(348.72, 6.99, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.001657
