¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
·(429.53, 10.63, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.63971
(429.53, 10.63, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.75275
(429.53, 10.63, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.864688
(429.53, 10.63, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.953792
(429.53, 10.63, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.046647
(429.53, 10.63, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.143444
(429.53, 10.63, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.24436
(429.53, 10.63, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.349629
(429.53, 10.63, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.459427
(429.53, 10.63, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.578069
(429.53, 10.63, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.724345
(429.53, 10.63, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.877941
(429.53, 10.63, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.039365
(429.53, 10.63, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.209202
(429.53, 10.63, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.388004
(429.53, 10.63, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.576494
