¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
´(418.95, 14.74, 245.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.60495
(418.95, 14.74, 245.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.67386
(418.95, 14.74, 245.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.378302
(418.95, 14.74, 245.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.638764
(418.95, 14.74, 245.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.9323
(418.95, 14.74, 245.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.245979
(418.95, 14.74, 245.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.590952
(418.95, 14.74, 245.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.97201
(418.95, 14.74, 245.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.395114
(418.95, 14.74, 245.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.894557
(418.95, 14.74, 245.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.503409
(418.95, 14.74, 245.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20391
(418.95, 14.74, 245.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10103
(418.95, 14.74, 245.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27489
(418.95, 14.74, 245.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59255
(418.95, 14.74, 245.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95776
(418.95, 14.74, 245.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17101
(418.95, 14.74, 245.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.68923
(418.95, 14.74, 245.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.69033
(418.95, 14.74, 245.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.384761
(418.95, 14.74, 245.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.645807
