¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‡(337.57, 7.17, 328.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.482845
(337.57, 7.17, 328.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.913102
(337.57, 7.17, 328.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.570097
(337.57, 7.17, 328.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30437
(337.57, 7.17, 328.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98117
(337.57, 7.17, 328.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57608
(337.57, 7.17, 328.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24162
(337.57, 7.17, 328.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91246
(337.57, 7.17, 328.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2248
(337.57, 7.17, 328.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44326
(337.57, 7.17, 328.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.58724
(337.57, 7.17, 328.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.72628
(337.57, 7.17, 328.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.93832
(337.57, 7.17, 328.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.952653
(337.57, 7.17, 328.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.143921
(337.57, 7.17, 328.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.349163
(337.57, 7.17, 328.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.569912
(337.57, 7.17, 328.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.807945
(337.57, 7.17, 328.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.083694
(337.57, 7.17, 328.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.410967
(337.57, 7.17, 328.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.771566
(337.57, 7.17, 328.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.140383
(337.57, 7.17, 328.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.510686
(337.57, 7.17, 328.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.948345
(337.57, 7.17, 328.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.610884
(337.57, 7.17, 328.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36981
(337.57, 7.17, 328.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04047
(337.57, 7.17, 328.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64213
(337.57, 7.17, 328.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31565
(337.57, 7.17, 328.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17384
(337.57, 7.17, 328.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39688
(337.57, 7.17, 328.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83462
(337.57, 7.17, 328.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.9409
(337.57, 7.17, 328.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.08573
(337.57, 7.17, 328.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.30899
(337.57, 7.17, 328.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.955493
(337.57, 7.17, 328.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.146925
(337.57, 7.17, 328.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.352396
(337.57, 7.17, 328.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.573369
(337.57, 7.17, 328.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.811675
(337.57, 7.17, 328.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.085822
(337.57, 7.17, 328.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.413326
(337.57, 7.17, 328.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.774152
(337.57, 7.17, 328.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.166311
(337.57, 7.17, 328.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.53911
(337.57, 7.17, 328.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.983828
(337.57, 7.17, 328.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.651932
(337.57, 7.17, 328.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42957
(337.57, 7.17, 328.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10121
