¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
†(356.97, 9.60, 319.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.116245
(356.97, 9.60, 319.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.22452
(356.97, 9.60, 319.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.33727
(356.97, 9.60, 319.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.646885
(356.97, 9.60, 319.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06861
(356.97, 9.60, 319.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51363
(356.97, 9.60, 319.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00201
(356.97, 9.60, 319.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54034
(356.97, 9.60, 319.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15411
(356.97, 9.60, 319.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84467
(356.97, 9.60, 319.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5862
(356.97, 9.60, 319.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42996
(356.97, 9.60, 319.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80235
(356.97, 9.60, 319.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.300919
(356.97, 9.60, 319.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.625012
(356.97, 9.60, 319.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.868935
(356.97, 9.60, 319.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.091077
(356.97, 9.60, 319.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.178868
