¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ˆ(415.56, 7.59, 361.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49533
(415.56, 7.59, 361.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57857
(415.56, 7.59, 361.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32683
(415.56, 7.59, 361.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78367
(415.56, 7.59, 361.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.26895
(415.56, 7.59, 361.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.44868
(415.56, 7.59, 361.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.57217
(415.56, 7.59, 361.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70103
(415.56, 7.59, 361.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83537
(415.56, 7.59, 361.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.9754
(415.56, 7.59, 361.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.12123
(415.56, 7.59, 361.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.362991
(415.56, 7.59, 361.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.571366
(415.56, 7.59, 361.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.797767
(415.56, 7.59, 361.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.044606
(415.56, 7.59, 361.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.314626
(415.56, 7.59, 361.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.610189
(415.56, 7.59, 361.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.915939
(415.56, 7.59, 361.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.250838
(415.56, 7.59, 361.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.595156
(415.56, 7.59, 361.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.975463
(415.56, 7.59, 361.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.397573
(415.56, 7.59, 361.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.802891
(415.56, 7.59, 361.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.223135
(415.56, 7.59, 361.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.687494
(415.56, 7.59, 361.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25613
(415.56, 7.59, 361.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95433
(415.56, 7.59, 361.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78197
(415.56, 7.59, 361.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21227
(415.56, 7.59, 361.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59312
(415.56, 7.59, 361.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65008
(415.56, 7.59, 361.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.12477
(415.56, 7.59, 361.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46642
(415.56, 7.59, 361.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58662
(415.56, 7.59, 361.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.71205
(415.56, 7.59, 361.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84288
(415.56, 7.59, 361.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.97931
(415.56, 7.59, 361.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.12147
(415.56, 7.59, 361.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.26954
(415.56, 7.59, 361.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.355766
(415.56, 7.59, 361.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.563589
(415.56, 7.59, 361.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.789274
(415.56, 7.59, 361.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.035335
(415.56, 7.59, 361.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.304492
