¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‡(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.380897
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.956421
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.642485
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44457
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68439
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11766
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63373
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34381
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73982
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.49481
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.026587
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.19118
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.368026
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.558451
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.748481
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.928072
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.118671
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.323162
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.543167
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.780377
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.036837
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.314994
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.617565
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.947828
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.382534
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.940229
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.623692
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42249
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74336
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17907
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69845
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42462
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7133
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.4599
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.024971
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.189426
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.366127
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.556418
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.736594
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.918496
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.108397
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.312178
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.531363
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.767649
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.023124
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.300105
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.601383
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.930171
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.384735
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.924587
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.605532
’(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40118
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7927
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21801
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75102
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.508
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68914
(327.40, 7.18, 328.98) (317.06, 0.43, 300.91) (1.38, 1.43, 1.42) Tools 21.33858
(327.40, 7.18, 328.98) (317.06, 0.43, 300.91) (1.38, 1.43, 1.42) Tools 21.31005
(327.40, 7.18, 328.98) (317.06, 0.43, 300.91) (1.38, 1.43, 1.42) Tools 21.28573
(327.40, 7.18, 328.98) (317.06, 0.43, 300.91) (1.38, 1.43, 1.42) Tools 21.26561
(327.40, 7.18, 328.98) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 21.25685
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.023461
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.187851
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.364402
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.554564
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.72508
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.90728
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.098591
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.301664
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.520055
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.7555
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.009995
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.28586
(327.40, 7.18, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.585897
