¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
 (425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.40429
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.913262
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.486575
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13817
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.87038
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.70466
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.68031
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.83635
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.2276
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.85147
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.73179
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.9996
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.86599
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.583449
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.794833
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.024074
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.273475
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.545744
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.844112
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.172451
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.535421
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.938201
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.382814
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.889037
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.459316
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10689
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.83619
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.66494
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.63361
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.78067
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.16007
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.77399
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.64241
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.88721
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.72793
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.574503
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.785148
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.013559
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.262021
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.533221
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.830367
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.157299
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.518636
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.919557
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.361565
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.865073
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.432378
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07598
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.8025
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.62581
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.58764
Ÿ(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.72589
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.09369
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.69809
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.55464
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.77761
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.58867
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.565635
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.775552
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.00314
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.250673
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.520818
(425.23, 14.43, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.816753
