¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
»(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.526758
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.785291
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.066628
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.373789
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.698656
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.053647
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.444695
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.808918
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.162648
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.547938
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.96906
(333.25, 7.47, 362.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43118
(333.25, 7.47, 362.05) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.55653
(333.25, 7.47, 362.05) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.53202
(333.25, 7.47, 362.05) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.50967
(333.25, 7.47, 362.05) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.48944
(333.25, 7.47, 362.05) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.47134
(333.25, 7.47, 362.05) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.45533
(333.25, 7.47, 362.05) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.4414
(333.25, 7.47, 362.05) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.42954
(333.25, 7.47, 362.05) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.41974
(333.25, 7.47, 362.05) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.41198
(333.25, 7.47, 362.05) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.40627
(333.25, 7.47, 362.05) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.40258
