¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
÷(411.96, 13.67, 327.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.09628
(411.96, 13.67, 327.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.408911
(411.96, 13.67, 327.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.406415
(411.96, 13.67, 327.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.620854
(411.96, 13.67, 327.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.077005
(411.96, 13.67, 327.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.625866
(411.96, 13.67, 327.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.267044
(411.96, 13.67, 327.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.035401
(411.96, 13.67, 327.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00809
(411.96, 13.67, 327.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27399
(411.96, 13.67, 327.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82435
(411.96, 13.67, 327.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.34781
(411.96, 13.67, 327.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.994639
(411.96, 13.67, 327.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.120368
(411.96, 13.67, 327.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.255136
(411.96, 13.67, 327.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.399931
(411.96, 13.67, 327.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.555831
(411.96, 13.67, 327.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.724116
(411.96, 13.67, 327.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.90633
(411.96, 13.67, 327.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.104203
(411.96, 13.67, 327.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.319764
(411.96, 13.67, 327.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.555511
(411.96, 13.67, 327.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.814235
(411.96, 13.67, 327.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.099553
(411.96, 13.67, 327.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.34027
(411.96, 13.67, 327.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.355365
(411.96, 13.67, 327.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.631474
(411.96, 13.67, 327.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.088633
(411.96, 13.67, 327.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.633799
(411.96, 13.67, 327.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.275167
(411.96, 13.67, 327.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.046947
(411.96, 13.67, 327.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.978146
(411.96, 13.67, 327.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26551
(411.96, 13.67, 327.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72018
(411.96, 13.67, 327.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97945
(411.96, 13.67, 327.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.997486
(411.96, 13.67, 327.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.121966
