¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
„(345.91, 7.02, 383.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.062496
(345.91, 7.02, 383.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.472819
(345.91, 7.02, 383.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.872996
(345.91, 7.02, 383.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.314753
(345.91, 7.02, 383.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.804818
(345.91, 7.02, 383.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2514
(345.91, 7.02, 383.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70739
(345.91, 7.02, 383.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33358
(345.91, 7.02, 383.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20434
(345.91, 7.02, 383.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44304
(345.91, 7.02, 383.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17615
(345.91, 7.02, 383.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.13885
(345.91, 7.02, 383.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.61276
(345.91, 7.02, 383.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.82666
(345.91, 7.02, 383.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.74959
(345.91, 7.02, 383.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.034382
(345.91, 7.02, 383.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.34574
(345.91, 7.02, 383.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.68751
(345.91, 7.02, 383.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.07061
(345.91, 7.02, 383.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.445843
(345.91, 7.02, 383.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.843304
(345.91, 7.02, 383.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.281924
(345.91, 7.02, 383.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.768341
(345.91, 7.02, 383.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21285
(345.91, 7.02, 383.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68494
