¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ñ(336.99, 7.44, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.607327
(336.99, 7.44, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.823839
(336.99, 7.44, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.053358
(336.99, 7.44, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.296944
(336.99, 7.44, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.555936
(336.99, 7.44, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.844275
(336.99, 7.44, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13845
(336.99, 7.44, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45289
(336.99, 7.44, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78959
(336.99, 7.44, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17117
(336.99, 7.44, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15107
(336.99, 7.44, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.93948
(336.99, 7.44, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.33066
(336.99, 7.44, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.74158
(336.99, 7.44, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.33586
(336.99, 7.44, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.26847
(336.99, 7.44, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.189967
(336.99, 7.44, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.358963
(336.99, 7.44, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.540451
(336.99, 7.44, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.73384
(336.99, 7.44, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.942475
(336.99, 7.44, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.186809
(336.99, 7.44, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.453409
(336.99, 7.44, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.745395
(336.99, 7.44, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.066498
(336.99, 7.44, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.373329
(336.99, 7.44, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.676986
(336.99, 7.44, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.35035
(336.99, 7.44, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.600905
(336.99, 7.44, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.817075
(336.99, 7.44, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.046179
(336.99, 7.44, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.28938
(336.99, 7.44, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.547958
(336.99, 7.44, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.799699
(336.99, 7.44, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05735
