¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‚(342.17, 7.58, 310.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.997118
(342.17, 7.58, 310.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.557754
(342.17, 7.58, 310.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19504
(342.17, 7.58, 310.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90917
(342.17, 7.58, 310.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71094
(342.17, 7.58, 310.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61987
(342.17, 7.58, 310.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50282
(342.17, 7.58, 310.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51285
(342.17, 7.58, 310.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52919
(342.17, 7.58, 310.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6567
(342.17, 7.58, 310.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76551
(342.17, 7.58, 310.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.846
(342.17, 7.58, 310.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.92679
(342.17, 7.58, 310.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.00429
(342.17, 7.58, 310.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.08629
(342.17, 7.58, 310.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.1729
(342.17, 7.58, 310.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.26422
(342.17, 7.58, 310.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.72152
(342.17, 7.58, 310.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.21732
(342.17, 7.58, 310.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.09263
(342.17, 7.58, 310.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.80209
(342.17, 7.58, 310.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.74704
(342.17, 7.58, 310.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.39858
(342.17, 7.58, 310.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.58061
(342.17, 7.58, 310.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.77026
(342.17, 7.58, 310.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.088487
(342.17, 7.58, 310.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.486268
(342.17, 7.58, 310.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.957959
(342.17, 7.58, 310.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.513364
(342.17, 7.58, 310.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14435
(342.17, 7.58, 310.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85455
(342.17, 7.58, 310.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64777
(342.17, 7.58, 310.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56373
(342.17, 7.58, 310.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43837
(342.17, 7.58, 310.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4469
