¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¹(441.28, 14.14, 272.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.847649
(441.28, 14.14, 272.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.144678
(441.28, 14.14, 272.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.47016
(441.28, 14.14, 272.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.828291
(441.28, 14.14, 272.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.224212
(441.28, 14.14, 272.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.65216
(441.28, 14.14, 272.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.127981
(441.28, 14.14, 272.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.661177
(441.28, 14.14, 272.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24715
(441.28, 14.14, 272.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94628
(441.28, 14.14, 272.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72991
(441.28, 14.14, 272.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63707
(441.28, 14.14, 272.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79149
(441.28, 14.14, 272.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66981
(441.28, 14.14, 272.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28398
(441.28, 14.14, 272.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74284
(441.28, 14.14, 272.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03791
(441.28, 14.14, 272.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.1268
(441.28, 14.14, 272.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.34409
(441.28, 14.14, 272.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 24.8435
(441.28, 14.14, 272.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 24.83289
(441.28, 14.14, 272.83) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 23.31047
