¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‘(440.56, 14.07, 278.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.434953
(440.56, 14.07, 278.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.98903
(440.56, 14.07, 278.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.619388
(440.56, 14.07, 278.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35585
(440.56, 14.07, 278.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11589
(440.56, 14.07, 278.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3275
(440.56, 14.07, 278.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78756
(440.56, 14.07, 278.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24612
(440.56, 14.07, 278.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70986
(440.56, 14.07, 278.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.16933
(440.56, 14.07, 278.50) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 22.15816
(440.56, 14.07, 278.50) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 22.13894
(440.56, 14.07, 278.50) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 22.12404
(440.56, 14.07, 278.50) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 22.11348
(440.56, 14.07, 278.50) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 22.10723
(440.56, 14.07, 278.50) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 22.10531
(440.56, 14.07, 278.50) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 22.10768
(440.56, 14.07, 278.50) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 22.11437
(440.56, 14.07, 278.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.753066
(440.56, 14.07, 278.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.982697
(440.56, 14.07, 278.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.225898
(440.56, 14.07, 278.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.50584
(440.56, 14.07, 278.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.813534
(440.56, 14.07, 278.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.148251
(440.56, 14.07, 278.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.528054
(440.56, 14.07, 278.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.950296
(440.56, 14.07, 278.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.432285
(440.56, 14.07, 278.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.985991
(440.56, 14.07, 278.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.615026
(440.56, 14.07, 278.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35078
(440.56, 14.07, 278.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11092
(440.56, 14.07, 278.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3194
(440.56, 14.07, 278.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79478
(440.56, 14.07, 278.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58142
(440.56, 14.07, 278.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.8753
(440.56, 14.07, 278.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.35663
(440.56, 14.07, 278.50) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 22.36532
(440.56, 14.07, 278.50) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 22.34758
(440.56, 14.07, 278.50) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 22.33422
(440.56, 14.07, 278.50) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 22.32522
(440.56, 14.07, 278.50) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 22.32058
(440.56, 14.07, 278.50) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 22.3203
(440.56, 14.07, 278.50) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 22.32437
(440.56, 14.07, 278.50) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 22.33279
(440.56, 14.07, 278.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.751861
(440.56, 14.07, 278.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.979486
(440.56, 14.07, 278.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.223989
(440.56, 14.07, 278.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.503746
(440.56, 14.07, 278.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.81082
(440.56, 14.07, 278.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.145667
(440.56, 14.07, 278.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.525177
æ(440.56, 14.07, 278.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.945381
(440.56, 14.07, 278.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.429519
(440.56, 14.07, 278.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.982407
(440.56, 14.07, 278.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.61052
(440.56, 14.07, 278.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34505
(440.56, 14.07, 278.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10565
(440.56, 14.07, 278.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31072
(440.56, 14.07, 278.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80147
(440.56, 14.07, 278.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58758
