¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(386.59, 7.01, 352.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.47598
(386.59, 7.01, 352.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.634258
(386.59, 7.01, 352.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.801836
(386.59, 7.01, 352.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.979504
(386.59, 7.01, 352.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.168123
(386.59, 7.01, 352.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.3687
(386.59, 7.01, 352.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.619648
(386.59, 7.01, 352.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.93573
(386.59, 7.01, 352.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.322138
(386.59, 7.01, 352.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.783404
(386.59, 7.01, 352.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.291073
(386.59, 7.01, 352.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.863927
(386.59, 7.01, 352.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59989
(386.59, 7.01, 352.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51852
(386.59, 7.01, 352.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45733
(386.59, 7.01, 352.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37834
(386.59, 7.01, 352.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55798
(386.59, 7.01, 352.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46573
(386.59, 7.01, 352.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53608
(386.59, 7.01, 352.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87036
(386.59, 7.01, 352.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09057
(386.59, 7.01, 352.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32003
(386.59, 7.01, 352.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.62837
(386.59, 7.01, 352.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04408
(386.59, 7.01, 352.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.488695
(386.59, 7.01, 352.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.701869
(386.59, 7.01, 352.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.933478
(386.59, 7.01, 352.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.185968
(386.59, 7.01, 352.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.462207
(386.59, 7.01, 352.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.631869
(386.59, 7.01, 352.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.79934
(386.59, 7.01, 352.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.976875
(386.59, 7.01, 352.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.165346
(386.59, 7.01, 352.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.367893
(386.59, 7.01, 352.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.630495
(386.59, 7.01, 352.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.945207
(386.59, 7.01, 352.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.329077
(386.59, 7.01, 352.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.780607
(386.59, 7.01, 352.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.289428
(386.59, 7.01, 352.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.876033
