¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ˆ(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12208
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35228
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59526
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89252
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21549
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55045
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88851
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2251
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.728
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46412
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0899
(345.84, 6.94, 384.40) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.78731
(345.84, 6.94, 384.40) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.51816
(345.84, 6.94, 384.40) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.51846
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.457918
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.720267
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.426153
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.754584
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.115034
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.512383
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.929218
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.150833
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.385569
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.525442
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.664036
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.808666
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24384
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47994
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74473
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05704
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39027
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73563
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0755
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55288
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32534
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93716
(345.84, 6.94, 384.40) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.993
(345.84, 6.94, 384.40) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.99856
(345.84, 6.94, 384.40) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.00861
(345.84, 6.94, 384.40) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.21927
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.454362
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.716397
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.427738
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.756316
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.116978
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.514526
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.954879
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.225473
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.44191
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.576376
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.716612
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.922609
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14039
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36999
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61231
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90598
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22817
(345.84, 6.94, 384.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57229
