¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
È(398.67, 14.82, 310.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.140836
(398.67, 14.82, 310.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.612795
(398.67, 14.82, 310.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.131217
(398.67, 14.82, 310.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.718092
(398.67, 14.82, 310.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.790412
(398.67, 14.82, 310.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.563663
(398.67, 14.82, 310.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.62925
(398.67, 14.82, 310.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.620331
(398.67, 14.82, 310.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.726942
(398.67, 14.82, 310.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.891431
(398.67, 14.82, 310.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.334334
(398.67, 14.82, 310.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.32215
(398.67, 14.82, 310.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.300651
(398.67, 14.82, 310.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.294926
(398.67, 14.82, 310.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.290628
(398.67, 14.82, 310.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.287755
(398.67, 14.82, 310.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.286305
(398.67, 14.82, 310.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.286276
(398.67, 14.82, 310.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.964922
(398.67, 14.82, 310.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.1399
(398.67, 14.82, 310.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.32874
(398.67, 14.82, 310.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.533103
(398.67, 14.82, 310.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.748587
(398.67, 14.82, 310.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.99091
(398.67, 14.82, 310.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.255835
(398.67, 14.82, 310.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.015551
(398.67, 14.82, 310.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.351111
(398.67, 14.82, 310.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.727095
(398.67, 14.82, 310.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.156645
(398.67, 14.82, 310.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.630117
(398.67, 14.82, 310.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.150769
(398.67, 14.82, 310.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.74026
(398.67, 14.82, 310.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41693
(398.67, 14.82, 310.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.662713
(398.67, 14.82, 310.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.483772
(398.67, 14.82, 310.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.995058
(398.67, 14.82, 310.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.827523
(398.67, 14.82, 310.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.949295
(398.67, 14.82, 310.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.439984
(398.67, 14.82, 310.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.411608
(398.67, 14.82, 310.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.312647
(398.67, 14.82, 310.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.217685
(398.67, 14.82, 310.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.166392
(398.67, 14.82, 310.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.163605
(398.67, 14.82, 310.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.162215
(398.67, 14.82, 310.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.162224
(398.67, 14.82, 310.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.969902
(398.67, 14.82, 310.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.145264
(398.67, 14.82, 310.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.334533
(398.67, 14.82, 310.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.539379
(398.67, 14.82, 310.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.756165
Ñ(398.67, 14.82, 310.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.999175
(398.67, 14.82, 310.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.264884
(398.67, 14.82, 310.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.024095
(398.67, 14.82, 310.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.360546
(398.67, 14.82, 310.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.741496
(398.67, 14.82, 310.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.172787
(398.67, 14.82, 310.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.647847
(398.67, 14.82, 310.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.170714
(398.67, 14.82, 310.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.762938
(398.67, 14.82, 310.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44375
(398.67, 14.82, 310.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.765831
(398.67, 14.82, 310.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.128013
(398.67, 14.82, 310.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.101873
(398.67, 14.82, 310.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.932224
(398.67, 14.82, 310.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.025328
(398.67, 14.82, 310.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.549927
(398.67, 14.82, 310.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.504832
(398.67, 14.82, 310.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.403448
(398.67, 14.82, 310.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.306171
(398.67, 14.82, 310.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.212806
(398.67, 14.82, 310.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.123168
(398.67, 14.82, 310.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.043634
(398.67, 14.82, 310.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.113817
(398.67, 14.82, 310.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.97499
(398.67, 14.82, 310.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.150745
(398.67, 14.82, 310.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.340452
(398.67, 14.82, 310.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.545792
(398.67, 14.82, 310.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.763896
(398.67, 14.82, 310.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.007606
(398.67, 14.82, 310.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.274114
(398.67, 14.82, 310.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.03289
(398.67, 14.82, 310.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.37021
(398.67, 14.82, 310.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.756157
(398.67, 14.82, 310.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.189181
(398.67, 14.82, 310.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.665955
(398.67, 14.82, 310.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.191146
(398.67, 14.82, 310.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.786135
(398.67, 14.82, 310.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47111
(398.67, 14.82, 310.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.873208
