¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¦ (342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46633
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22229
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00975
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.722252
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.156394
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.644039
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.195611
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.824414
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.54773
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.38843
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58734
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39659
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33955
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.777549
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.218414
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.714067
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.275263
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.915785
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.65356
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.49011
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70818
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5884
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.67391
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.833106
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.280784
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.784554
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.350607
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.981578
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.7061
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.54647
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82879
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78053
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.0126
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.888903
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.333735
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.828081
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.386717
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.02292
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.75387
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.60227
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.86629
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97286
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.39207
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.918112
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.361566
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.859467
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.42237
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.06376
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.80109
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.68073
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.9704
ñ(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1652
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.79687
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.942587
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.388998
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.890417
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.457547
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.10407
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.84773
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.75885
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.07452
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35728
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.20882
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.966682
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.416018
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.920915
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.492225
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.14383
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.89377
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.836
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.17763
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.02912
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.62764
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.990387
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.442611
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.95094
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.526382
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.18302
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.93916
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.91209
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.27963
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.19614
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.03379
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.013689
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.468759
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.98048
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.560001
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.22161
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.98389
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.98706
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.38042
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.36778
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.55074
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.036575
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.494449
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.009511
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.593058
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.25957
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.02792
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06083
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.47987
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.54069
Ş(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.10834
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.059032
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.519667
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.038022
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.625534
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.29689
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.07123
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.13332
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.57788
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.71237
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.5509
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.081048
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.544398
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.065991
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.657409
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.33353
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.11378
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.20445
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.69846
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.88257
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.9297
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.102608
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.568626
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.093404
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.688663
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.36948
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.15554
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.27928
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.82912
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.05005
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.33368
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.123702
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.592338
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.120238
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.719273
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.4047
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.19649
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.3552
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.94798
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.21243
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.73808
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.144317
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.615519
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.146486
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.74922
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.43918
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.23659
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.42943
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.06424
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.41457
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.1606
¶(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.164439
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.638152
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.17212
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.778485
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.47288
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28082
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.5019
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.17838
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.61559
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.58913
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.184058
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.660228
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.197134
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.807051
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.5058
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33228
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.57111
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.29025
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.81347
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.09228
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.203164
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.68173
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.221503
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.83489
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.53789
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.3822
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.6378
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.39966
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.99038
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.59603
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.221742
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.702644
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.245216
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.86199
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.56915
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.43054
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.70252
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.50336
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.15518
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.14327
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.23978
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.72296
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.268257
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.88833
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.59954
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47724
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.76519
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.60377
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.32314
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.69182
(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.257271
Æ(342.92, 7.76, 311.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.742661
