¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
€(336.57, 7.33, 331.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72789
(336.57, 7.33, 331.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.36529
(336.57, 7.33, 331.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.740924
(336.57, 7.33, 331.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.921663
(336.57, 7.33, 331.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.115425
(336.57, 7.33, 331.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.323562
(336.57, 7.33, 331.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.53156
(336.57, 7.33, 331.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.745648
(336.57, 7.33, 331.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.975622
(336.57, 7.33, 331.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.2233
(336.57, 7.33, 331.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.498347
(336.57, 7.33, 331.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.805866
(336.57, 7.33, 331.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.120948
(336.57, 7.33, 331.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.40315
(336.57, 7.33, 331.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.707382
(336.57, 7.33, 331.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.036358
(336.57, 7.33, 331.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.3883
(336.57, 7.33, 331.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.738745
(336.57, 7.33, 331.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.902026
(336.57, 7.33, 331.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07283
(336.57, 7.33, 331.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2517
(336.57, 7.33, 331.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4391
(336.57, 7.33, 331.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63558
(336.57, 7.33, 331.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84176
(336.57, 7.33, 331.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05827
(336.57, 7.33, 331.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57096
(336.57, 7.33, 331.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02457
(336.57, 7.33, 331.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51779
(336.57, 7.33, 331.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.86358
(336.57, 7.33, 331.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.68726
(336.57, 7.33, 331.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.745734
(336.57, 7.33, 331.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.926835
(336.57, 7.33, 331.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.12094
(336.57, 7.33, 331.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.329482
(336.57, 7.33, 331.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.544422
(336.57, 7.33, 331.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.759417
