¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¹(338.75, 7.56, 338.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.812338
(338.75, 7.56, 338.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.11507
(338.75, 7.56, 338.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.454699
(338.75, 7.56, 338.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.840307
(338.75, 7.56, 338.50) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.24133
(338.75, 7.56, 338.50) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.216155
(338.75, 7.56, 338.50) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.192903
(338.75, 7.56, 338.50) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.171551
(338.75, 7.56, 338.50) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.152079
(338.75, 7.56, 338.50) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.134465
(338.75, 7.56, 338.50) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.188508
(338.75, 7.56, 338.50) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.174459
(338.75, 7.56, 338.50) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.580604
(338.75, 7.56, 338.50) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.602479
(338.75, 7.56, 338.50) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.593448
(338.75, 7.56, 338.50) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.800558
(338.75, 7.56, 338.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.376997
(338.75, 7.56, 338.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.554283
(338.75, 7.56, 338.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.744813
(338.75, 7.56, 338.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.950068
(338.75, 7.56, 338.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.171785
(338.75, 7.56, 338.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.41197
(338.75, 7.56, 338.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.672952
(338.75, 7.56, 338.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.957511
(338.75, 7.56, 338.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.268878
