¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.32429
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.41405
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.24591
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.032078
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.27967
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.541211
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.826872
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.143774
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.488718
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.870183
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.288074
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.752774
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.281204
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.885565
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56461
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.31146
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.1503
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.12567
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.2729
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.64465
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.31795
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.41356
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.24137
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.029922
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.276545
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.537804
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.823146
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.140022
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.484502
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.865501
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.282421
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.747361
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.274934
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.878988
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55517
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30188
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.14122
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.11784
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.26634
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.63872
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.31187
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.41365
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.23728
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.02774
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.27343
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.53441
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.819675
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.136215
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.480302
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.860839
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.276821
Ÿ(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.741972
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.268703
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.872417
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54587
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.29254
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.1324
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.11018
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.26014
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.63319
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.30606
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.41432
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.23365
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.025524
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.270326
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.531026
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.816466
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.132421
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.476115
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.856192
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.271276
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.736601
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.262514
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.865853
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53671
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28342
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.12384
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.10267
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.25429
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.62806
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.3005
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.4156
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.2303
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.023277
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.267232
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.527652
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.813252
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.12864
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.471945
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.851563
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.265783
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.731256
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.256366
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.859295
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52769
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27454
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.11554
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.09532
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.24879
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.62333
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.29648
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.41745
œ(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.22719
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.021001
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.26415
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.524292
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.810036
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.124876
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.467791
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.846954
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.260349
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.725933
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.25026
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.85275
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51881
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26589
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.10751
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.08814
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.24365
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.619
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.29314
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.4199
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.22449
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.018696
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.261078
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.520946
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.806814
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.121126
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.463656
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.842365
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.25497
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.720634
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.244201
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.846213
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51008
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25747
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.09974
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.08112
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.23886
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.61507
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.29027
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.42293
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.22221
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.016363
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.258019
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.517611
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.803589
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.117393
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.459539
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.837797
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.249647
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.715346
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.23832
›(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.839688
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5015
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.24929
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.09223
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.07426
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.23443
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.61154
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.2879
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.42559
(382.37, 13.88, 260.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.22034
