¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ê(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86927
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.11566
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.17108
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.17947
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.19064
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.2046
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.22136
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.24093
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.26335
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.28863
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.964404
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.1204
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.284321
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.456674
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.593879
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.71931
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.850171
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.986802
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.129538
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.263246
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.391834
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.525935
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.665813
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.81183
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.964301
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12357
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29004
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50824
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3939
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.19445
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.2503
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.25885
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.2702
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.28435
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.30133
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.32113
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.3438
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.36934
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.849569
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.000497
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.158952
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.325498
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.500657
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.634665
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.762656
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.896257
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.035803
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.181594
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.334013
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.493469
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.634029
é(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.778996
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.930341
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08846
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2537
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42655
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95601
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.2769
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.33319
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.34192
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.35346
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.36782
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.38502
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.40506
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.42799
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.4538
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.738671
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.884749
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.038066
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.199087
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.368348
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.546452
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.67795
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.808675
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.945133
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.087689
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.2367
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.392531
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.55561
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.726357
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.898211
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05521
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21933
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3909
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57048
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.36311
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.41987
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.42878
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.44052
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.45509
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.47253
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.49283
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.51602
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.54213
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.631528
