¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
±(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.394999
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.767052
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.180157
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.679616
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.264454
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.935939
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60126
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08327
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63981
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25772
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.87927
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.475562
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.755286
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.061745
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.398785
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.771245
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.184843
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.69256
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.279296
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.95301
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61545
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12288
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68358
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30641
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.91217
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.47928
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.758328
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.065083
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.402477
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.775323
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.18936
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.705214
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.29372
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.96283
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6148
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16328
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72835
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35623
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.94802
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.484037
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.76127
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.0683
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.40606
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.779271
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.199088
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.717505
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.307774
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.930904
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5743
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20459
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77409
º(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15512
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.11737
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.488786
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.765749
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.071413
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.4095
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.783106
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.209631
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.729442
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.305367
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.898977
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53416
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21668
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82078
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85127
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.78517
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.49345
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.770834
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.074483
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.412821
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.786829
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.219871
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.741081
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.277271
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.867044
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49432
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17141
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86845
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55859
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46055
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.85205
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.498059
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.775881
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079967
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.416065
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.790405
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.229811
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.730639
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.249143
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.835155
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45483
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12655
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89293
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27645
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14819
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.00154
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.502574
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.780848
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.085394
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.420133
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.793874
³(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.23942
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.705689
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.221067
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.803269
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41566
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08204
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.842
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3054
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.84755
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.88461
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.46272
(434.27, 15.33, 324.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.507061
