¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¹(436.71, 13.92, 286.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35198
(436.71, 13.92, 286.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50656
(436.71, 13.92, 286.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.233498
(436.71, 13.92, 286.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.474403
(436.71, 13.92, 286.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.736083
(436.71, 13.92, 286.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.021368
(436.71, 13.92, 286.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.212695
(436.71, 13.92, 286.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.354867
(436.71, 13.92, 286.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.504229
(436.71, 13.92, 286.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.661298
(436.71, 13.92, 286.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.82665
(436.71, 13.92, 286.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.000871
(436.71, 13.92, 286.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.184696
(436.71, 13.92, 286.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.371992
(436.71, 13.92, 286.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.562656
(436.71, 13.92, 286.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.763965
(436.71, 13.92, 286.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.929469
(436.71, 13.92, 286.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.024446
(436.71, 13.92, 286.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.123202
(436.71, 13.92, 286.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.225987
(436.71, 13.92, 286.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.332973
(436.71, 13.92, 286.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.444297
(436.71, 13.92, 286.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.560193
(436.71, 13.92, 286.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.680905
(436.71, 13.92, 286.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.806646
(436.71, 13.92, 286.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.937632
(436.71, 13.92, 286.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07415
(436.71, 13.92, 286.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21655
(436.71, 13.92, 286.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36502
(436.71, 13.92, 286.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52
(436.71, 13.92, 286.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.231273
(436.71, 13.92, 286.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.471994
(436.71, 13.92, 286.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.733416
(436.71, 13.92, 286.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.024618
(436.71, 13.92, 286.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.211003
(436.71, 13.92, 286.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.353074
