¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¼(425.02, 14.75, 251.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.450333
(425.02, 14.75, 251.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.898361
(425.02, 14.75, 251.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.407784
(425.02, 14.75, 251.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.945229
(425.02, 14.75, 251.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48871
(425.02, 14.75, 251.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10558
(425.02, 14.75, 251.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99676
(425.02, 14.75, 251.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93202
(425.02, 14.75, 251.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89324
(425.02, 14.75, 251.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22171
(425.02, 14.75, 251.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.12336
(425.02, 14.75, 251.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.44358
(425.02, 14.75, 251.41) (393.28, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 23.20853
(425.02, 14.75, 251.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.012429
(425.02, 14.75, 251.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.25041
(425.02, 14.75, 251.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.50933
(425.02, 14.75, 251.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.792006
(425.02, 14.75, 251.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.101802
(425.02, 14.75, 251.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.400388
(425.02, 14.75, 251.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.709108
(425.02, 14.75, 251.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.046329
(425.02, 14.75, 251.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.416138
(425.02, 14.75, 251.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.855788
(425.02, 14.75, 251.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.360052
(425.02, 14.75, 251.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.895308
(425.02, 14.75, 251.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41143
(425.02, 14.75, 251.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01876
(425.02, 14.75, 251.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86235
(425.02, 14.75, 251.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57337
(425.02, 14.75, 251.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73624
(425.02, 14.75, 251.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08242
(425.02, 14.75, 251.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.20487
(425.02, 14.75, 251.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.31479
(425.02, 14.75, 251.41) (393.28, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 23.58473
(425.02, 14.75, 251.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.994885
(425.02, 14.75, 251.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.231332
(425.02, 14.75, 251.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.48857
(425.02, 14.75, 251.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.769319
(425.02, 14.75, 251.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.075012
(425.02, 14.75, 251.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.372297
(425.02, 14.75, 251.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.681121
(425.02, 14.75, 251.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.01573
(425.02, 14.75, 251.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.382557
(425.02, 14.75, 251.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.813787
(425.02, 14.75, 251.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.312984
(425.02, 14.75, 251.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.841281
(425.02, 14.75, 251.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33583
