¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ê(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.484544
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.94885
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49931
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03698
(382.44, 14.31, 305.25) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 12.55386
(382.44, 14.31, 305.25) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 12.53057
(382.44, 14.31, 305.25) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 12.50981
(382.44, 14.31, 305.25) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 12.49154
(382.44, 14.31, 305.25) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 14.72231
(382.44, 14.31, 305.25) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 14.82727
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.891758
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.194004
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.525472
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.890606
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.284615
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.595987
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.956279
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.349924
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.782594
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36294
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.886
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58949
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13613
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46465
(382.44, 14.31, 305.25) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 14.72967
(382.44, 14.31, 305.25) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 14.83204
(382.44, 14.31, 305.25) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 14.93878
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.889142
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.1911
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.522297
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.884262
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.237602
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.486382
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.836866
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.2194
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.638533
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2089
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73947
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53049
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0862
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33001
(382.44, 14.31, 305.25) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 14.97158
(382.44, 14.31, 305.25) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 14.9461
(382.44, 14.31, 305.25) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 15.05471
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.886376
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.188095
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.519011
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.850212
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.190209
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.37978
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.720883
Ï(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.092784
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.499753
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03334
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59736
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47188
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72214
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19782
(382.44, 14.31, 305.25) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 15.25252
(382.44, 14.31, 305.25) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 15.06461
(382.44, 14.31, 305.25) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 15.17519
(382.44, 14.31, 305.25) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 15.40982
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.883524
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.185008
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.491662
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.816504
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.144131
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.324692
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.608248
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.969969
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.365304
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.863768
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45945
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99337
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31737
(382.44, 14.31, 305.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85403
