¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ˆ(341.75, 7.56, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63489
(341.75, 7.56, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70106
(341.75, 7.56, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77062
(341.75, 7.56, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84358
(341.75, 7.56, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.350824
(341.75, 7.56, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.686112
(341.75, 7.56, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.909158
(341.75, 7.56, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.147795
(341.75, 7.56, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.40911
(341.75, 7.56, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.689486
(341.75, 7.56, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.991011
(341.75, 7.56, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.599007
(341.75, 7.56, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27599
(341.75, 7.56, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93782
(341.75, 7.56, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66816
(341.75, 7.56, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9848
(341.75, 7.56, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25983
(341.75, 7.56, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55034
(341.75, 7.56, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85747
(341.75, 7.56, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10392
(341.75, 7.56, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14227
(341.75, 7.56, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18343
(341.75, 7.56, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22742
(341.75, 7.56, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27433
(341.75, 7.56, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32415
(341.75, 7.56, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37699
(341.75, 7.56, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43289
(341.75, 7.56, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49184
(341.75, 7.56, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55401
(341.75, 7.56, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61945
(341.75, 7.56, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68817
(341.75, 7.56, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76025
(341.75, 7.56, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.332772
(341.75, 7.56, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.662875
(341.75, 7.56, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.884426
(341.75, 7.56, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.124979
(341.75, 7.56, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.384732
(341.75, 7.56, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.663321
(341.75, 7.56, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.962923
(341.75, 7.56, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.569757
(341.75, 7.56, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24557
